,drug1,drug2,object,precipitant,severity
1943,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB00233,Aluminum_hydroxide,Aminosalicylic_Acid,1
1942,http://bio2rdf.org/drugbank:DB00178,http://bio2rdf.org/drugbank:DB00887,Ramipril,Bumetanide,2
1941,http://bio2rdf.org/drugbank:DB01060,http://bio2rdf.org/drugbank:DB00598,Amoxicillin,Labetalol,1
1940,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB01197,Sodium_bicarbonate,Captopril,1
1939,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB01203,Etonogestrel,Nadolol,1
1938,http://bio2rdf.org/drugbank:DB01026,http://bio2rdf.org/drugbank:DB00802,Ketoconazole,Alfentanil,3
1937,http://bio2rdf.org/drugbank:DB00178,http://bio2rdf.org/drugbank:DB00761,Ramipril,POTASSIUM_CHLORIDE,2
1936,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00193,Nifedipine,Tramadol,1
1935,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB00813,Etonogestrel,Fentanyl, 
1934,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00533,Norethindrone,Rofecoxib,1
1933,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB01053,Methacholine,Benzylpenicillin,1
1932,http://bio2rdf.org/drugbank:DB00764,http://bio2rdf.org/drugbank:DB01050,Mometasone,Ibuprofen,2
1931,http://bio2rdf.org/drugbank:DB01397,http://bio2rdf.org/drugbank:DB00586,Magnesium_salicylate,Diclofenac,1
1930,http://bio2rdf.org/drugbank:DB00586,http://bio2rdf.org/drugbank:DB01136,Diclofenac,Carvedilol,2
1929,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00214,Phenytoin,Torasemide,1
1928,http://bio2rdf.org/drugbank:DB00844,http://bio2rdf.org/drugbank:DB00304,Nalbuphine,Desogestrel, 
1927,http://bio2rdf.org/drugbank:DB00960,http://bio2rdf.org/drugbank:DB00661,Pindolol,Verapamil,2
1926,http://bio2rdf.org/drugbank:DB00421,http://bio2rdf.org/drugbank:DB00876,Spironolactone,Eprosartan,2
1925,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB00945,Dihydroxyaluminium,Acetylsalicylic_acid,1
1924,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB06803,Medroxyprogesterone_Acetate,Niclosamide,1
1923,http://bio2rdf.org/drugbank:DB00321,http://bio2rdf.org/drugbank:DB01367,Amitriptyline,Rasagiline,3
1922,http://bio2rdf.org/drugbank:DB00571,http://bio2rdf.org/drugbank:DB06709,Propranolol,Methacholine,1
1921,http://bio2rdf.org/drugbank:DB00529,http://bio2rdf.org/drugbank:DB00479,FOSCARNET,Amikacin,2
1920,http://bio2rdf.org/drugbank:DB01233,http://bio2rdf.org/drugbank:DB06204,Metoclopramide,Tapentadol,1
1919,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB00328,Ethynodiol,Indomethacin,1
1918,http://bio2rdf.org/drugbank:DB00903,http://bio2rdf.org/drugbank:DB00479,Ethacrynic_acid,Amikacin,2
1917,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00118,Nifedipine,S-Adenosylmethionine, 
1916,http://bio2rdf.org/drugbank:DB00342,http://bio2rdf.org/drugbank:DB00564,Terfenadine,Carbamazepine,2
1915,http://bio2rdf.org/drugbank:DB01151,http://bio2rdf.org/drugbank:DB00780,Desipramine,Phenelzine,3
1914,http://bio2rdf.org/drugbank:DB00264,http://bio2rdf.org/drugbank:DB00936,Metoprolol,Salicyclic_acid,1
1913,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB01397,Phenytoin,Magnesium_salicylate, 
1912,http://bio2rdf.org/drugbank:DB01203,http://bio2rdf.org/drugbank:DB00437,Nadolol,Allopurinol, 
1911,http://bio2rdf.org/drugbank:DB00479,http://bio2rdf.org/drugbank:DB00945,Amikacin,Acetylsalicylic_acid,2
1910,http://bio2rdf.org/drugbank:DB00489,http://bio2rdf.org/drugbank:DB00839,Sotalol,Tolazamide,2
1909,http://bio2rdf.org/drugbank:DB00233,http://bio2rdf.org/drugbank:DB01606,Aminosalicylic_Acid,Tazobactam,1
1908,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB00591,Etonogestrel,Fluocinolone_Acetonide,1
1907,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB00277,Dihydroxyaluminium,Theophylline,1
1906,http://bio2rdf.org/drugbank:DB00394,http://bio2rdf.org/drugbank:DB06803,Beclomethasone,Niclosamide,2
1905,http://bio2rdf.org/drugbank:DB01268,http://bio2rdf.org/drugbank:DB00615,Sunitinib,RIFABUTIN,2
1904,http://bio2rdf.org/drugbank:DB00948,http://bio2rdf.org/drugbank:DB00598,Mezlocillin,Labetalol,1
1903,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB00713,Salsalate,Oxacillin,1
1902,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB01009,Potassium,Ketoprofen,1
1901,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB03585,Potassium,Oxyphenbutazone,1
1900,http://bio2rdf.org/drugbank:DB00328,http://bio2rdf.org/drugbank:DB01115,Indomethacin,Nifedipine, 
1899,http://bio2rdf.org/drugbank:DB01628,http://bio2rdf.org/drugbank:DB00880,Etoricoxib,Chlorothiazide,1
1898,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00697,Calcium_carbonate,Tizanidine,1
1897,http://bio2rdf.org/drugbank:DB00578,http://bio2rdf.org/drugbank:DB00537,Carbenicillin,Ciprofloxacin,1
1896,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB01319,PHENOBARBITAL,Fosamprenavir,2
1895,http://bio2rdf.org/drugbank:DB01602,http://bio2rdf.org/drugbank:DB00571,Bacampicillin,Propranolol,1
1894,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB00335,Kanamycin,Atenolol,1
1893,http://bio2rdf.org/drugbank:DB00963,http://bio2rdf.org/drugbank:DB01580,Bromfenac,Oxprenolol,2
1892,http://bio2rdf.org/drugbank:DB00588,http://bio2rdf.org/drugbank:DB00788,Fluticasone_Propionate,Naproxen,2
1891,http://bio2rdf.org/drugbank:DB00180,http://bio2rdf.org/drugbank:DB01345,Flunisolide,Potassium,2
1890,http://bio2rdf.org/drugbank:DB01377,http://bio2rdf.org/drugbank:DB00936,Magnesium_oxide,Salicyclic_acid,1
1889,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB01410,Phenobarbital,Ciclesonide,1
1888,http://bio2rdf.org/drugbank:DB00695,http://bio2rdf.org/drugbank:DB00542,Furosemide,Benazepril,2
1887,http://bio2rdf.org/drugbank:DB00866,http://bio2rdf.org/drugbank:DB01115,Alprenolol,Nifedipine,2
1886,http://bio2rdf.org/drugbank:DB00960,http://bio2rdf.org/drugbank:DB01016,Pindolol,Glyburide,2
1885,http://bio2rdf.org/drugbank:DB00860,http://bio2rdf.org/drugbank:DB00580,Prednisolone,Valdecoxib,2
1884,http://bio2rdf.org/drugbank:DB00327,http://bio2rdf.org/drugbank:DB00294,Hydromorphone,Etonogestrel, 
1883,http://bio2rdf.org/drugbank:DB00233,http://bio2rdf.org/drugbank:DB00586,Aminosalicylic_Acid,Diclofenac,1
1882,http://bio2rdf.org/drugbank:DB01037,http://bio2rdf.org/drugbank:DB00321,Selegiline,Amitriptyline,2
1881,http://bio2rdf.org/drugbank:DB01203,http://bio2rdf.org/drugbank:DB00842,Nadolol,Oxazepam,1
1880,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00199,Phenytoin,Erythromycin,2
1879,http://bio2rdf.org/drugbank:DB00521,http://bio2rdf.org/drugbank:DB00404,Carteolol,Alprazolam,1
1878,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB01297,Levonorgestrel,Practolol,1
1877,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB00963,Methacholine,Bromfenac,1
1876,http://bio2rdf.org/drugbank:DB01060,http://bio2rdf.org/drugbank:DB00537,Amoxicillin,Ciprofloxacin,1
1875,http://bio2rdf.org/drugbank:DB00415,http://bio2rdf.org/drugbank:DB00717,Ampicillin,Norethindrone,3
1874,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00461,Norethindrone,Nabumetone,1
1873,http://bio2rdf.org/drugbank:DB00554,http://bio2rdf.org/drugbank:DB00384,Piroxicam,Triamterene,2
1872,http://bio2rdf.org/drugbank:DB00264,http://bio2rdf.org/drugbank:DB00584,Metoprolol,Enalapril, 
1871,http://bio2rdf.org/drugbank:DB01575,http://bio2rdf.org/drugbank:DB00945,Kaolin,Acetylsalicylic_acid,1
1870,http://bio2rdf.org/drugbank:DB00233,http://bio2rdf.org/drugbank:DB00465,Aminosalicylic_Acid,Ketorolac,1
1869,http://bio2rdf.org/drugbank:DB00764,http://bio2rdf.org/drugbank:DB00936,Mometasone,Salicyclic_acid,2
1868,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB06725,Cimetidine,Lornoxicam,1
1867,http://bio2rdf.org/drugbank:DB01359,http://bio2rdf.org/drugbank:DB00668,Penbutolol,Epinephrine,2
1866,http://bio2rdf.org/drugbank:DB06725,http://bio2rdf.org/drugbank:DB00584,Lornoxicam,Enalapril,2
1865,http://bio2rdf.org/drugbank:DB01367,http://bio2rdf.org/drugbank:DB00537,Rasagiline,CIPROFLOXACIN,2
1864,http://bio2rdf.org/drugbank:DB00530,http://bio2rdf.org/drugbank:DB00615,Erlotinib,RIFABUTIN,3
1863,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB00118,Salsalate,S-Adenosylmethionine,1
1862,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB00118,Aluminum_hydroxide,S-Adenosylmethionine,1
1861,http://bio2rdf.org/drugbank:DB01296,http://bio2rdf.org/drugbank:DB00690,Glucosamine,Flurazepam, 
1860,http://bio2rdf.org/drugbank:DB00373,http://bio2rdf.org/drugbank:DB00509,Timolol,Dextrothyroxine,1
1859,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB00184,Etonogestrel,Nicotine,1
1858,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB00500,Methacholine,Tolmetin,1
1857,http://bio2rdf.org/drugbank:DB00598,http://bio2rdf.org/drugbank:DB00186,Labetalol,Lorazepam, 
1856,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB02266,Calcium,Flufenamic_Acid,1
1855,http://bio2rdf.org/drugbank:DB01296,http://bio2rdf.org/drugbank:DB01324,Glucosamine,Polythiazide,1
1854,http://bio2rdf.org/drugbank:DB06802,http://bio2rdf.org/drugbank:DB00571,Nepafenac,Propranolol,2
1853,http://bio2rdf.org/drugbank:DB01168,http://bio2rdf.org/drugbank:DB00344,Procarbazine,Protriptyline,3
1852,http://bio2rdf.org/drugbank:DB01009,http://bio2rdf.org/drugbank:DB00814,Ketoprofen,Meloxicam,2
1851,http://bio2rdf.org/drugbank:DB00540,http://bio2rdf.org/drugbank:DB00921,Nortriptyline,Buprenorphine,1
1850,http://bio2rdf.org/drugbank:DB00554,http://bio2rdf.org/drugbank:DB01193,Piroxicam,Acebutolol,2
1849,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB01234,Medroxyprogesterone_Acetate,Dexamethasone,1
1848,http://bio2rdf.org/drugbank:DB00328,http://bio2rdf.org/drugbank:DB00252,Indomethacin,Phenytoin,1
1847,http://bio2rdf.org/drugbank:DB00712,http://bio2rdf.org/drugbank:DB01021,Flurbiprofen,Trichlormethiazide,1
1846,http://bio2rdf.org/drugbank:DB00697,http://bio2rdf.org/drugbank:DB01356,Tizanidine,Lithium,2
1845,http://bio2rdf.org/drugbank:DB00295,http://bio2rdf.org/drugbank:DB00898,Morphine,Ethanol,2
1844,http://bio2rdf.org/drugbank:DB00612,http://bio2rdf.org/drugbank:DB01151,Bisoprolol,Desipramine,1
1843,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB00482,Potassium,Celecoxib,1
1842,http://bio2rdf.org/drugbank:DB00661,http://bio2rdf.org/drugbank:DB01359,Verapamil,Penbutolol,2
1841,http://bio2rdf.org/drugbank:DB00193,http://bio2rdf.org/drugbank:DB00898,Tramadol,Ethanol,2
1840,http://bio2rdf.org/drugbank:DB00437,http://bio2rdf.org/drugbank:DB08808,Allopurinol,Bupranolol, 
1839,http://bio2rdf.org/drugbank:DB00521,http://bio2rdf.org/drugbank:DB00606,Carteolol,Cyclothiazide,1
1838,http://bio2rdf.org/drugbank:DB01297,http://bio2rdf.org/drugbank:DB01021,Practolol,Trichlormethiazide,1
1837,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB00451,Dihydroxyaluminium,Levothyroxine,1
1836,http://bio2rdf.org/drugbank:DB00948,http://bio2rdf.org/drugbank:DB00537,Mezlocillin,Ciprofloxacin,1
1835,http://bio2rdf.org/drugbank:DB00454,http://bio2rdf.org/drugbank:DB00823,Pethidine,Ethynodiol, 
1834,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00571,Calcium_carbonate,Propranolol,1
1833,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB00960,Ranitidine,Pindolol, 
1832,http://bio2rdf.org/drugbank:DB00195,http://bio2rdf.org/drugbank:DB01432,Betaxolol,Cholestyramine, 
1831,http://bio2rdf.org/drugbank:DB00612,http://bio2rdf.org/drugbank:DB01001,Bisoprolol,Salbutamol,2
1830,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB00739,Methacholine,Hetacillin,1
1829,http://bio2rdf.org/drugbank:DB01377,http://bio2rdf.org/drugbank:DB00187,Magnesium_oxide,Esmolol,1
1828,http://bio2rdf.org/drugbank:DB00829,http://bio2rdf.org/drugbank:DB00363,DIAZEPAM,CLOZAPINE,2
1827,http://bio2rdf.org/drugbank:DB00682,http://bio2rdf.org/drugbank:DB01375,Warfarin,Dihydroxyaluminium, 
1826,http://bio2rdf.org/drugbank:DB00195,http://bio2rdf.org/drugbank:DB00343,Betaxolol,Diltiazem,2
1825,http://bio2rdf.org/drugbank:DB00960,http://bio2rdf.org/drugbank:DB06803,Pindolol,Niclosamide,1
1824,http://bio2rdf.org/drugbank:DB01164,http://bio2rdf.org/drugbank:DB01203,Calcium_Chloride,Nadolol,1
1823,http://bio2rdf.org/drugbank:DB00715,http://bio2rdf.org/drugbank:DB00458,Paroxetine,Imipramine,2
1822,http://bio2rdf.org/drugbank:DB00443,http://bio2rdf.org/drugbank:DB00861,Betamethasone,Diflunisal,2
1821,http://bio2rdf.org/drugbank:DB00921,http://bio2rdf.org/drugbank:DB00404,Buprenorphine,Alprazolam,2
1820,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB00854,Kanamycin,Levorphanol, 
1819,http://bio2rdf.org/drugbank:DB00373,http://bio2rdf.org/drugbank:DB01398,Timolol,Salicylate-sodium,1
1818,http://bio2rdf.org/drugbank:DB00620,http://bio2rdf.org/drugbank:DB00861,Triamcinolone,Diflunisal,2
1817,http://bio2rdf.org/drugbank:DB01628,http://bio2rdf.org/drugbank:DB00999,Etoricoxib,Hydrochlorothiazide,1
1816,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB06803,Desogestrel,Niclosamide,1
1815,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB00764,Desogestrel,Mometasone,1
1814,http://bio2rdf.org/drugbank:DB00741,http://bio2rdf.org/drugbank:DB06725,Hydrocortisone,Lornoxicam,2
1813,http://bio2rdf.org/drugbank:DB00321,http://bio2rdf.org/drugbank:DB00295,Amitriptyline,Morphine,1
1812,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB01628,Diflunisal,Etoricoxib,1
1811,http://bio2rdf.org/drugbank:DB00373,http://bio2rdf.org/drugbank:DB00122,Timolol,Choline,1
1810,http://bio2rdf.org/drugbank:DB01247,http://bio2rdf.org/drugbank:DB00388,ISOCARBOXAZID,Phenylephrine,3
1809,http://bio2rdf.org/drugbank:DB00554,http://bio2rdf.org/drugbank:DB01115,Piroxicam,Nifedipine, 
1808,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00327,Phenytoin,Hydromorphone,1
1807,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB00598,Ketorolac,Labetalol,2
1806,http://bio2rdf.org/drugbank:DB01050,http://bio2rdf.org/drugbank:DB00195,Ibuprofen,Betaxolol,2
1805,http://bio2rdf.org/drugbank:DB02266,http://bio2rdf.org/drugbank:DB01193,Flufenamic_Acid,Acebutolol,2
1804,http://bio2rdf.org/drugbank:DB00675,http://bio2rdf.org/drugbank:DB01104,Tamoxifen,SERTRALINE,2
1803,http://bio2rdf.org/drugbank:DB00796,http://bio2rdf.org/drugbank:DB00421,Candesartan,Spironolactone,2
1802,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB01203,Norethindrone,Nadolol,1
1801,http://bio2rdf.org/drugbank:DB00500,http://bio2rdf.org/drugbank:DB00195,Tolmetin,Betaxolol,2
1800,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB00682,Cimetidine,Warfarin,3
1799,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB00908,Sodium_bicarbonate,Quinidine,2
1798,http://bio2rdf.org/drugbank:DB01606,http://bio2rdf.org/drugbank:DB00521,Tazobactam,Carteolol,1
1797,http://bio2rdf.org/drugbank:DB04861,http://bio2rdf.org/drugbank:DB00861,Nebivolol,Diflunisal,1
1796,http://bio2rdf.org/drugbank:DB00264,http://bio2rdf.org/drugbank:DB00898,Metoprolol,Ethanol, 
1795,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB00417,Diflunisal,Penicillin_V,1
1794,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB00469,Niclosamide,Tenoxicam,1
1793,http://bio2rdf.org/drugbank:DB04552,http://bio2rdf.org/drugbank:DB00187,Niflumic_Acid,Esmolol,2
1792,http://bio2rdf.org/drugbank:DB08439,http://bio2rdf.org/drugbank:DB01197,parecoxib,Captopril,2
1791,http://bio2rdf.org/drugbank:DB00313,http://bio2rdf.org/drugbank:DB00321,Valproic_Acid,Amitriptyline, 
1790,http://bio2rdf.org/drugbank:DB00802,http://bio2rdf.org/drugbank:DB01247,Alfentanil,ISOCARBOXAZID,3
1789,http://bio2rdf.org/drugbank:DB00854,http://bio2rdf.org/drugbank:DB01037,Levorphanol,Selegiline,3
1788,http://bio2rdf.org/drugbank:DB00503,http://bio2rdf.org/drugbank:DB00199,Ritonavir,Erythromycin,2
1787,http://bio2rdf.org/drugbank:DB00588,http://bio2rdf.org/drugbank:DB01398,Fluticasone_Propionate,Salicylate-sodium,2
1786,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00788,Calcium_carbonate,Naproxen,1
1785,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB04552,Levonorgestrel,Niflumic_Acid,1
1784,http://bio2rdf.org/drugbank:DB00957,http://bio2rdf.org/drugbank:DB00615,Norgestimate,RIFABUTIN,2
1783,http://bio2rdf.org/drugbank:DB00264,http://bio2rdf.org/drugbank:DB00829,Metoprolol,Diazepam,1
1782,http://bio2rdf.org/drugbank:DB01410,http://bio2rdf.org/drugbank:DB02266,Ciclesonide,Flufenamic_Acid,2
1781,http://bio2rdf.org/drugbank:DB00588,http://bio2rdf.org/drugbank:DB00122,Fluticasone_Propionate,Choline,2
1780,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB00717,Phenobarbital,Norethindrone,3
1779,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB00404,Ketorolac,Alprazolam, 
1778,http://bio2rdf.org/drugbank:DB00335,http://bio2rdf.org/drugbank:DB00861,Atenolol,Diflunisal,1
1777,http://bio2rdf.org/drugbank:DB01575,http://bio2rdf.org/drugbank:DB00227,Kaolin,Lovastatin,1
1776,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB01234,Phenobarbital,Dexamethasone,1
1775,http://bio2rdf.org/drugbank:DB01115,http://bio2rdf.org/drugbank:DB00899,Nifedipine,Remifentanil,1
1774,http://bio2rdf.org/drugbank:DB04743,http://bio2rdf.org/drugbank:DB00612,Nimesulide,Bisoprolol,2
1773,http://bio2rdf.org/drugbank:DB00604,http://bio2rdf.org/drugbank:DB01228,Cisapride,Encainide,3
1772,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB00814,Aluminum_hydroxide,Meloxicam,1
1771,http://bio2rdf.org/drugbank:DB00554,http://bio2rdf.org/drugbank:DB00252,Piroxicam,Phenytoin,1
1770,http://bio2rdf.org/drugbank:DB00122,http://bio2rdf.org/drugbank:DB00580,Choline,Valdecoxib,1
1769,http://bio2rdf.org/drugbank:DB04828,http://bio2rdf.org/drugbank:DB01193,Zomepirac,Acebutolol,2
1768,http://bio2rdf.org/drugbank:DB00715,http://bio2rdf.org/drugbank:DB00321,Paroxetine,Amitriptyline,2
1767,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB00454,Ranitidine,Pethidine,1
1766,http://bio2rdf.org/drugbank:DB00321,http://bio2rdf.org/drugbank:DB01247,Amitriptyline,ISOCARBOXAZID,3
1765,http://bio2rdf.org/drugbank:DB00683,http://bio2rdf.org/drugbank:DB01601,Midazolam,Lopinavir,3
1764,http://bio2rdf.org/drugbank:DB01359,http://bio2rdf.org/drugbank:DB00839,Penbutolol,Tolazamide,2
1763,http://bio2rdf.org/drugbank:DB01233,http://bio2rdf.org/drugbank:DB00908,Metoclopramide,Quinidine,1
1762,http://bio2rdf.org/drugbank:DB00180,http://bio2rdf.org/drugbank:DB01296,Flunisolide,Glucosamine,2
1761,http://bio2rdf.org/drugbank:DB00936,http://bio2rdf.org/drugbank:DB00612,Salicyclic_acid,Bisoprolol,2
1760,http://bio2rdf.org/drugbank:DB00939,http://bio2rdf.org/drugbank:DB00866,Meclofenamic_acid,Alprenolol,2
1759,http://bio2rdf.org/drugbank:DB00199,http://bio2rdf.org/drugbank:DB01151,Erythromycin,Desipramine, 
1758,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB06725,Etonogestrel,Lornoxicam,1
1757,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB00812,Desogestrel,Phenylbutazone,1
1756,http://bio2rdf.org/drugbank:DB01009,http://bio2rdf.org/drugbank:DB00384,Ketoprofen,Triamterene,2
1755,http://bio2rdf.org/drugbank:DB08797,http://bio2rdf.org/drugbank:DB01296,Salicylamide,Glucosamine,1
1754,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB01580,Dihydroxyaluminium,Oxprenolol,1
1753,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB01197,Calcium,Captopril,1
1752,http://bio2rdf.org/drugbank:DB01053,http://bio2rdf.org/drugbank:DB01193,Benzylpenicillin,Acebutolol,1
1751,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB01192,Medroxyprogesterone_Acetate,Oxymorphone, 
1750,http://bio2rdf.org/drugbank:DB00780,http://bio2rdf.org/drugbank:DB01242,Phenelzine,Clomipramine,3
1749,http://bio2rdf.org/drugbank:DB01050,http://bio2rdf.org/drugbank:DB00598,Ibuprofen,Labetalol,2
1748,http://bio2rdf.org/drugbank:DB01227,http://bio2rdf.org/drugbank:DB00625,Levomethadyl_Acetate,Efavirenz,3
1747,http://bio2rdf.org/drugbank:DB08808,http://bio2rdf.org/drugbank:DB00186,Bupranolol,Lorazepam, 
1746,http://bio2rdf.org/drugbank:DB00509,http://bio2rdf.org/drugbank:DB00571,Dextrothyroxine,Propranolol,1
1745,http://bio2rdf.org/drugbank:DB01247,http://bio2rdf.org/drugbank:DB00150,ISOCARBOXAZID,L-Tryptophan,3
1744,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB04743,Niclosamide,Nimesulide,1
1743,http://bio2rdf.org/drugbank:DB00187,http://bio2rdf.org/drugbank:DB00186,Esmolol,Lorazepam, 
1742,http://bio2rdf.org/drugbank:DB00647,http://bio2rdf.org/drugbank:DB00367,Dextropropoxyphene,Levonorgestrel, 
1741,http://bio2rdf.org/drugbank:DB00500,http://bio2rdf.org/drugbank:DB00598,Tolmetin,Labetalol,2
1740,http://bio2rdf.org/drugbank:DB01147,http://bio2rdf.org/drugbank:DB00814,Cloxacillin,Meloxicam,1
1739,http://bio2rdf.org/drugbank:DB01009,http://bio2rdf.org/drugbank:DB01193,Ketoprofen,Acebutolol,2
1738,http://bio2rdf.org/drugbank:DB06723,http://bio2rdf.org/drugbank:DB04828,Aluminum_hydroxide,Zomepirac,1
1737,http://bio2rdf.org/drugbank:DB00759,http://bio2rdf.org/drugbank:DB01356,Tetracycline,Lithium,1
1736,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB00606,Ketorolac,Cyclothiazide,1
1735,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB00697,Cholestyramine,Tizanidine,1
1734,http://bio2rdf.org/drugbank:DB00195,http://bio2rdf.org/drugbank:DB00233,Betaxolol,Aminosalicylic_Acid,1
1733,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00509,Calcium_carbonate,Dextrothyroxine,1
1732,http://bio2rdf.org/drugbank:DB00584,http://bio2rdf.org/drugbank:DB00384,Enalapril,Triamterene,1
1731,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB00373,Megestrol_acetate,Timolol,1
1730,http://bio2rdf.org/drugbank:DB01607,http://bio2rdf.org/drugbank:DB00960,Ticarcillin,Pindolol,1
1729,http://bio2rdf.org/drugbank:DB00606,http://bio2rdf.org/drugbank:DB01001,Cyclothiazide,Salbutamol,1
1728,http://bio2rdf.org/drugbank:DB01100,http://bio2rdf.org/drugbank:DB00199,Pimozide,Erythromycin,3
1727,http://bio2rdf.org/drugbank:DB01628,http://bio2rdf.org/drugbank:DB00814,Etoricoxib,Meloxicam,2
1726,http://bio2rdf.org/drugbank:DB00897,http://bio2rdf.org/drugbank:DB00196,Triazolam,Fluconazole,2
1725,http://bio2rdf.org/drugbank:DB00246,http://bio2rdf.org/drugbank:DB00564,Ziprasidone,Carbamazepine,2
1724,http://bio2rdf.org/drugbank:DB04552,http://bio2rdf.org/drugbank:DB01020,Niflumic_Acid,Isosorbide_Mononitrate,1
1723,http://bio2rdf.org/drugbank:DB07886,http://bio2rdf.org/drugbank:DB01050,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",Ibuprofen,2
1722,http://bio2rdf.org/drugbank:DB01015,http://bio2rdf.org/drugbank:DB00351,Sulfamethoxazole,Megestrol_acetate,1
1721,http://bio2rdf.org/drugbank:DB00500,http://bio2rdf.org/drugbank:DB00404,Tolmetin,Alprazolam, 
